YEAR,ZIP CODE,NO. OF RETURNS,AGI
2017,75032,14650,1908160
2017,75034,31520,4769166
2017,75035,30250,3469324
2017,75038,15100,1372334
2017,75039,11820,1246149
2017,75040,28880,1241637
2017,75041,13450,539805
2017,75042,17020,597645
2017,75043,28780,1419171
2017,75044,21350,1397758
2017,75045,0,0
2017,75046,0,0
2017,75047,0,0
2017,75048,11820,975985
2017,75049,0,0
2017,75050,19320,838830
2017,75051,16870,594701
2017,75052,43660,2266182
2017,75053,0,0
2017,75054,6390,609495
2017,75056,31400,2857502
2017,75057,7110,317153
2017,75058,1540,129222
2017,75060,21350,867995
2017,75061,23350,926480
2017,75062,22600,1143146
2017,75063,19450,2056470
2017,75065,5890,408728
2017,75067,32840,1670586
2017,75068,25760,1934766
2017,75069,17020,1545409
2017,75070,43980,4274805
2017,75071,24560,2349278
2017,75074,23310,1402510
2017,75075,17500,1357452
2017,75076,3730,262763
2017,75077,17870,1895193
2017,75078,11850,1880223
2017,75080,20720,1763351
2017,75081,18210,1132801
2017,75082,11570,1442488
2017,75083,0,0
2017,75085,0,0
2017,75086,0,0
2017,75087,16700,1694567
2017,75088,12060,877414
2017,75089,15260,1078147
2017,75090,9750,409388
2017,75091,0,0
2017,75092,11150,718746
2017,75093,23600,4406540
2017,75094,9750,1176802
2017,75097,0,0
2017,75098,26970,1932148
2017,75101,0,0
2017,75102,550,30285
2017,75103,5850,355333
2017,75104,23170,1342527
2017,75105,140,7836
2017,75106,0,0
2017,75109,1850,121805
2017,75110,11670,499287
2017,75114,2680,172676
2017,75115,26200,1347849
2017,75116,9010,374551
2017,75117,1670,92764
2017,75118,0,0
2017,75119,11710,583240
2017,75120,0,0
2017,75121,0,0
2017,75123,0,0
2017,75124,1940,94917
2017,75125,3170,131729
2017,75126,23040,1641118
2017,75127,690,27017
2017,75132,0,0
2017,75134,9710,349365
2017,75135,3190,207602
2017,75137,9450,507888
2017,75138,0,0
2017,75140,2840,137560
2017,75141,1780,61627
2017,75142,8880,490602
2017,75143,6030,300965
2017,75144,1360,70258
2017,75146,10660,453300
2017,75147,3310,163857
2017,75148,2470,121388
2017,75149,25820,1035233
2017,75150,28070,1131672
2017,75151,0,0
2017,75152,2360,133203
2017,75153,300,10825
2017,75154,19530,1154290
2017,75155,1150,47698
2017,75156,5840,293916
2017,75157,0,0
2017,75158,2070,127180
2017,75159,7970,362855
2017,75160,11420,587701
2017,75161,3040,162567
2017,75163,960,55019
2017,75164,0,0
2017,75165,19840,1195263
2017,75166,2330,175253
2017,75167,4820,388769
2017,75168,0,0
2017,75169,6430,320192
2017,75172,1970,61492
2017,75173,2930,193180
2017,75180,10210,351033
2017,75181,12360,646961
2017,75182,3050,400487
2017,75185,0,0
2017,75187,0,0
2017,75189,13700,907991
2017,75201,10000,4134243
2017,75202,1520,184609
2017,75203,5980,199595
2017,75204,18510,2054274
2017,75205,10070,5401344
2017,75206,21000,2176956
2017,75207,2150,188656
2017,75208,14100,1072176
2017,75209,7740,1878059
2017,75210,2840,62722
2017,75211,30080,1027745
2017,75212,10990,348562
2017,75214,16960,2872805
2017,75215,7110,233578
2017,75216,21750,584571
2017,75217,33300,998956
2017,75218,11750,1213160
2017,75219,16950,2781183
2017,75220,14890,2276841
2017,75221,0,0
2017,75222,0,0
2017,75223,6090,283896
2017,75224,14110,500757
2017,75225,10860,5674805
2017,75226,1960,113098
2017,75227,24120,819280
2017,75228,29260,1179389
2017,75229,15300,2824608
2017,75230,13990,4281885
2017,75231,17390,1132850
2017,75232,13940,483398
2017,75233,6270,240646
2017,75234,15750,1060866
2017,75235,9100,435400
2017,75236,7540,290422
2017,75237,7590,207563
2017,75238,13650,1271473
2017,75240,10760,949979
2017,75241,13710,389824
2017,75242,0,0
2017,75243,27610,1384520
2017,75244,6360,763496
2017,75246,990,44110
2017,75247,600,48695
2017,75248,18240,2472947
2017,75249,7290,327509
2017,75250,0,0
2017,75251,2040,206862
2017,75252,12480,1352322
2017,75253,8020,264901
2017,75254,11880,1099440
2017,75261,0,0
2017,75265,0,0
2017,75266,0,0
2017,75270,0,0
2017,75275,0,0
2017,75283,0,0
2017,75287,26700,1859623
2017,75313,0,0
2017,75315,0,0
2017,75323,0,0
2017,75336,0,0
2017,75339,0,0
2017,75342,0,0
2017,75354,0,0
2017,75355,0,0
2017,75356,0,0
2017,75357,0,0
2017,75359,0,0
2017,75360,0,0
2017,75367,0,0
2017,75370,0,0
2017,75371,0,0
2017,75372,0,0
2017,75374,0,0
2017,75376,0,0
2017,75378,0,0
2017,75379,0,0
2017,75380,0,0
2017,75381,0,0
2017,75382,0,0
2017,75390,0,0
2017,75401,7640,272409
2017,75402,7990,509569
2017,75403,0,0
2017,75404,0,0
2017,75407,9130,476293
2017,75409,7710,490849
2017,75410,1970,104891
2017,75411,420,20666
2017,75412,260,10568
2017,75413,0,0
2017,75414,1460,94278
2017,75415,0,0
2017,75416,1230,58807
2017,75417,960,46760
2017,75418,4900,251377
2017,75420,600,28958
2017,75421,440,20040
2017,75422,1220,71228
2017,75423,1230,65575
2017,75424,1710,114955
2017,75425,0,0
2017,75426,2060,80941
2017,75428,3560,141859
2017,75429,0,0
2017,75431,830,33260
2017,75432,1330,63628
2017,75433,1180,58743
2017,75434,0,0
2017,75435,370,15269
2017,75436,860,41249
2017,75437,480,26398
2017,75438,440,28027
2017,75439,420,19859
2017,75440,2830,163174
2017,75441,0,0
2017,75442,4340,267495
2017,75443,0,0
2017,75444,0,0
2017,75446,1310,68856
2017,75447,480,25942
2017,75448,290,13512
2017,75449,410,16284
2017,75450,100,5527
2017,75451,490,26716
2017,75452,2000,130819
2017,75453,1480,81600
2017,75454,5020,444565
2017,75455,11040,507192
2017,75456,0,0
2017,75457,2740,145712
2017,75458,0,0
2017,75459,2180,128720
2017,75460,9070,329139
2017,75461,0,0
2017,75462,5080,359805
2017,75468,430,24531
2017,75469,160,7316
2017,75470,100,3055
2017,75471,570,26087
2017,75472,1500,72686
2017,75473,1580,104683
2017,75474,6460,310563
2017,75475,0,0
2017,75476,530,29786
2017,75477,370,15253
2017,75478,390,18699
2017,75479,790,42328
2017,75480,640,39330
2017,75481,170,7363
2017,75482,10470,537191
2017,75483,0,0
2017,75485,0,0
2017,75486,1050,57002
2017,75487,560,24796
2017,75488,470,24682
2017,75489,0,0
2017,75490,1170,72397
2017,75491,2250,132248
2017,75492,240,12108
2017,75493,0,0
2017,75494,4440,225685
2017,75495,3860,309948
2017,75496,1390,68184
2017,75497,1640,112903
2017,75501,14480,582554
2017,75503,11420,887354
2017,75504,0,0
2017,75505,0,0
2017,75550,310,12395
2017,75551,4410,221078
2017,75554,680,32987
2017,75555,600,27815
2017,75556,530,26091
2017,75558,630,33909
2017,75559,2470,116642
2017,75560,430,17418
2017,75561,2210,99157
2017,75562,0,0
2017,75563,1680,79010
2017,75564,0,0
2017,75565,0,0
2017,75566,290,10983
2017,75567,1620,81693
2017,75568,1160,50116
2017,75569,1730,75756
2017,75570,3900,183385
2017,75571,1150,51217
2017,75572,1570,68805
2017,75573,0,0
2017,75574,760,35462
2017,75601,6340,350952
2017,75602,8460,325302
2017,75603,2520,144812
2017,75604,12660,666160
2017,75605,13860,1024047
2017,75606,0,0
2017,75607,0,0
2017,75608,0,0
2017,75615,0,0
2017,75630,1000,46960
2017,75631,1030,59921
2017,75633,5970,339204
2017,75636,0,0
2017,75637,0,0
2017,75638,2230,93267
2017,75639,1100,55486
2017,75640,2090,121788
2017,75641,0,0
2017,75642,0,0
2017,75643,800,44567
2017,75644,4780,225493
2017,75645,3960,213768
2017,75647,5530,285181
2017,75650,4130,261821
2017,75651,940,51670
2017,75652,5070,274283
2017,75653,0,0
2017,75654,4830,250065
2017,75656,1920,91435
2017,75657,3190,144989
2017,75658,0,0
2017,75659,0,0
2017,75660,0,0
2017,75661,1020,47123
2017,75662,9890,476937
2017,75663,0,0
2017,75666,0,0
2017,75667,480,21993
2017,75668,770,29384
2017,75669,250,13499
2017,75670,6410,234523
2017,75671,0,0
2017,75672,6910,392440
2017,75680,0,0
2017,75681,1100,51420
2017,75682,0,0
2017,75683,1490,64800
2017,75684,2290,106191
2017,75685,0,0
2017,75686,5400,272763
2017,75687,0,0
2017,75688,0,0
2017,75689,0,0
2017,75691,1830,93582
2017,75692,2070,102143
2017,75693,2790,176457
2017,75694,0,0
2017,75701,14410,800741
2017,75702,10410,310967
2017,75703,19560,1751578
2017,75704,4080,169780
2017,75705,970,37574
2017,75706,3900,150667
2017,75707,6900,480228
2017,75708,3180,106004
2017,75709,2660,182078
2017,75710,0,0
2017,75711,0,0
2017,75712,0,0
2017,75713,0,0
2017,75750,1660,94248
2017,75751,7250,386600
2017,75752,2840,167836
2017,75754,2520,140516
2017,75755,2150,108346
2017,75756,1750,91083
2017,75757,5420,479852
2017,75758,4260,238858
2017,75759,0,0
2017,75760,960,43863
2017,75762,6180,449066
2017,75763,2440,137025
2017,75764,0,0
2017,75765,3190,184834
2017,75766,10880,548507
2017,75770,1170,74347
2017,75771,9150,601095
2017,75772,0,0
2017,75773,5340,280214
2017,75778,1350,67022
2017,75779,0,0
2017,75780,0,0
2017,75782,0,0
2017,75783,3070,163284
2017,75784,310,13260
2017,75785,3740,176160
2017,75788,0,0
2017,75789,3300,182526
2017,75790,2000,101824
2017,75791,5880,403091
2017,75792,1490,68173
2017,75799,0,0
2017,75801,6920,314434
2017,75802,0,0
2017,75803,6160,295676
2017,75831,2030,107481
2017,75832,0,0
2017,75833,1440,81420
2017,75835,4460,190325
2017,75838,250,14768
2017,75839,2160,105384
2017,75840,3150,179924
2017,75844,2160,113026
2017,75845,1120,49266
2017,75846,1040,53156
2017,75847,610,28658
2017,75848,0,0
2017,75849,0,0
2017,75850,210,12979
2017,75851,1070,56879
2017,75852,710,32671
2017,75853,460,25198
2017,75855,960,43693
2017,75856,120,4840
2017,75858,0,0
2017,75859,850,63144
2017,75860,2330,117250
2017,75861,740,35265
2017,75862,3900,171942
2017,75865,0,0
2017,75880,0,0
2017,75884,0,0
2017,75886,0,0
2017,75901,11740,599215
2017,75902,0,0
2017,75903,0,0
2017,75904,13990,716547
2017,75915,0,0
2017,75925,1490,72736
2017,75926,460,20884
2017,75928,450,17157
2017,75929,560,30029
2017,75930,690,31837
2017,75931,1000,65108
2017,75932,540,30133
2017,75933,620,29267
2017,75934,0,0
2017,75935,5470,256669
2017,75936,390,19498
2017,75937,480,21381
2017,75938,1000,51844
2017,75939,1560,66808
2017,75941,3220,138781
2017,75942,0,0
2017,75943,590,30788
2017,75944,540,28445
2017,75946,1360,61720
2017,75948,2410,138791
2017,75949,3250,154781
2017,75951,6310,309782
2017,75954,1220,63273
2017,75956,2830,149250
2017,75958,0,0
2017,75959,360,20365
2017,75960,360,15682
2017,75961,5760,247625
2017,75962,0,0
2017,75963,0,0
2017,75964,7660,302721
2017,75965,6930,465896
2017,75966,1700,77489
2017,75968,740,35628
2017,75969,1520,77772
2017,75972,2390,98514
2017,75973,1000,46783
2017,75974,1230,54601
2017,75975,1360,63080
2017,75976,0,0
2017,75977,250,11005
2017,75978,0,0
2017,75979,3160,143788
2017,75980,980,48728
2017,76001,15300,1039268
2017,76002,15320,823838
2017,76003,0,0
2017,76004,0,0
2017,76005,0,0
2017,76006,13320,754317
2017,76007,0,0
2017,76008,8280,1107478
2017,76009,9280,458894
2017,76010,22190,667109
2017,76011,10650,472130
2017,76012,12890,925342
2017,76013,14960,911768
2017,76014,15930,558240
2017,76015,8350,424663
2017,76016,15160,1308095
2017,76017,22130,1408548
2017,76018,13230,591366
2017,76019,0,0
2017,76020,13180,887101
2017,76021,18020,1249499
2017,76022,7270,374631
2017,76023,2930,168150
2017,76028,31960,2247612
2017,76031,7190,339036
2017,76033,11790,680443
2017,76034,12340,2980420
2017,76035,910,78352
2017,76036,13230,777112
2017,76039,19480,1196711
2017,76040,14250,681615
2017,76041,180,8465
2017,76043,3160,208311
2017,76044,2140,145749
2017,76048,10850,696262
2017,76049,13660,1145204
2017,76050,2960,228393
2017,76051,24100,2304111
2017,76052,9880,867609
2017,76053,14670,713416
2017,76054,6190,543235
2017,76055,1200,54412
2017,76058,8350,427557
2017,76059,2100,89400
2017,76060,3970,292046
2017,76061,250,14953
2017,76063,32910,2847926
2017,76064,950,67745
2017,76065,17510,1471535
2017,76066,1490,113659
2017,76067,8180,355340
2017,76068,0,0
2017,76070,220,21175
2017,76071,1780,109171
2017,76073,2650,174608
2017,76077,270,20727
2017,76078,4220,290219
2017,76082,9000,536407
2017,76084,4060,200166
2017,76085,5070,344858
2017,76086,9690,531027
2017,76087,13970,1233602
2017,76088,5600,461569
2017,76092,13440,4213028
2017,76093,1070,64098
2017,76094,0,0
2017,76095,0,0
2017,76096,0,0
2017,76097,0,0
2017,76098,0,0
2017,76099,0,0
2017,76101,0,0
2017,76102,4340,6316534
2017,76103,6260,247764
2017,76104,7530,308067
2017,76105,9250,244746
2017,76106,14360,445064
2017,76107,14990,2733652
2017,76108,20100,1239521
2017,76109,10250,2027623
2017,76110,13180,726298
2017,76111,9720,364582
2017,76112,19380,770458
2017,76113,0,0
2017,76114,11460,595527
2017,76115,8910,271715
2017,76116,22810,1524099
2017,76117,14340,572158
2017,76118,7560,441743
2017,76119,19070,568183
2017,76120,8290,388621
2017,76121,0,0
2017,76122,0,0
2017,76123,15880,884871
2017,76124,0,0
2017,76126,11390,1372877
2017,76127,260,9704
2017,76129,0,0
2017,76131,19570,1192585
2017,76132,13010,1290291
2017,76133,23320,1096442
2017,76134,12030,481596
2017,76135,9390,558163
2017,76136,0,0
2017,76137,27380,1521939
2017,76140,13680,573940
2017,76147,0,0
2017,76148,11570,565810
2017,76155,3040,152378
2017,76161,0,0
2017,76162,0,0
2017,76163,0,0
2017,76164,6630,221058
2017,76177,8450,605324
2017,76179,28200,2105049
2017,76180,17400,1001491
2017,76181,0,0
2017,76182,15160,1282301
2017,76185,0,0
2017,76201,9780,347012
2017,76202,0,0
2017,76203,0,0
2017,76204,0,0
2017,76205,8450,452886
2017,76206,0,0
2017,76207,7070,502624
2017,76208,11000,762055
2017,76209,12080,540648
2017,76210,19930,1499721
2017,76225,1480,87143
2017,76226,13610,2170021
2017,76227,16720,1234840
2017,76228,420,24218
2017,76230,4080,221761
2017,76233,1570,100911
2017,76234,8060,595660
2017,76238,240,15970
2017,76239,490,32033
2017,76240,11630,687580
2017,76241,0,0
2017,76244,32020,2486018
2017,76245,850,54468
2017,76246,0,0
2017,76247,7060,495294
2017,76248,17910,2342831
2017,76249,4110,278006
2017,76250,570,45821
2017,76251,320,17315
2017,76252,1430,106586
2017,76253,0,0
2017,76255,2210,118792
2017,76258,3200,258735
2017,76259,2610,197661
2017,76261,0,0
2017,76262,18040,3051701
2017,76263,0,0
2017,76264,690,39846
2017,76265,710,45580
2017,76266,7350,479387
2017,76267,0,0
2017,76268,0,0
2017,76270,950,66060
2017,76271,790,53087
2017,76272,2280,177680
2017,76273,4250,248441
2017,76301,6250,237110
2017,76302,5440,297244
2017,76305,2200,121914
2017,76306,6140,235882
2017,76307,0,0
2017,76308,9270,668951
2017,76309,5780,333369
2017,76310,8530,554382
2017,76311,1350,45845
2017,76351,810,44622
2017,76352,0,0
2017,76354,5010,256177
2017,76357,280,14743
2017,76360,1180,54062
2017,76363,130,4021
2017,76364,0,0
2017,76365,2060,115205
2017,76366,930,56221
2017,76367,4290,239843
2017,76369,0,0
2017,76370,0,0
2017,76371,650,32687
2017,76372,330,14274
2017,76373,0,0
2017,76374,1560,86999
2017,76377,310,14968
2017,76379,230,10917
2017,76380,1430,77325
2017,76384,4980,221982
2017,76385,0,0
2017,76388,0,0
2017,76389,600,36704
2017,76401,10960,604423
2017,76402,0,0
2017,76424,3270,159133
2017,76426,4780,267533
2017,76427,320,16645
2017,76429,0,0
2017,76430,1080,85085
2017,76431,1490,89695
2017,76432,570,27474
2017,76433,710,54758
2017,76435,280,14510
2017,76436,100,4926
2017,76437,2150,105761
2017,76439,0,0
2017,76442,3020,139719
2017,76443,720,39477
2017,76444,1480,70336
2017,76445,140,6313
2017,76446,3290,156354
2017,76448,2370,134061
2017,76449,1030,74692
2017,76450,5540,390764
2017,76452,0,0
2017,76453,540,47458
2017,76454,650,26226
2017,76455,340,13442
2017,76457,1590,92195
2017,76458,2120,121034
2017,76459,0,0
2017,76460,150,7409
2017,76461,0,0
2017,76462,1370,111252
2017,76463,190,11892
2017,76464,180,8252
2017,76465,0,0
2017,76466,0,0
2017,76467,0,0
2017,76468,0,0
2017,76469,0,0
2017,76470,1050,41290
2017,76471,640,29231
2017,76472,690,46012
2017,76474,120,5479
2017,76475,390,26677
2017,76476,1300,92850
2017,76481,0,0
2017,76483,380,23021
2017,76484,440,28789
2017,76485,0,0
2017,76486,540,27540
2017,76487,1160,76831
2017,76490,0,0
2017,76491,160,8277
2017,76501,6900,297803
2017,76502,18990,1286325
2017,76503,0,0
2017,76504,10300,385409
2017,76505,0,0
2017,76511,970,43090
2017,76513,16610,1176035
2017,76518,550,25437
2017,76519,260,12052
2017,76520,3270,159415
2017,76522,16600,720929
2017,76523,0,0
2017,76524,1270,65113
2017,76525,450,20729
2017,76526,0,0
2017,76527,1950,121690
2017,76528,7050,362948
2017,76530,1220,65345
2017,76531,2090,130963
2017,76533,0,0
2017,76534,1150,71796
2017,76537,3990,218599
2017,76538,340,18039
2017,76539,3740,213184
2017,76540,0,0
2017,76541,7230,202030
2017,76542,21320,969688
2017,76543,12890,446109
2017,76544,8190,273261
2017,76545,0,0
2017,76547,0,0
2017,76548,12870,713524
2017,76549,21840,852669
2017,76550,5530,320595
2017,76554,960,52150
2017,76556,600,35119
2017,76557,2240,111616
2017,76558,0,0
2017,76559,2460,132334
2017,76561,450,22353
2017,76564,0,0
2017,76565,0,0
2017,76566,130,6914
2017,76567,3950,209062
2017,76569,1150,57202
2017,76570,1040,46852
2017,76571,3880,423202
2017,76573,0,0
2017,76574,8700,462707
2017,76577,1460,86333
2017,76578,850,51462
2017,76579,2170,116034
2017,76597,0,0
2017,76621,500,31064
2017,76622,490,25386
2017,76623,0,0
2017,76624,1120,63385
2017,76626,710,40213
2017,76627,640,31345
2017,76628,0,0
2017,76629,860,43409
2017,76630,790,45430
2017,76631,210,11297
2017,76632,670,27670
2017,76633,2490,207061
2017,76634,3030,168005
2017,76635,470,18105
2017,76636,700,51953
2017,76637,230,11817
2017,76638,1360,126670
2017,76639,610,26045
2017,76640,1370,60204
2017,76641,730,35367
2017,76642,2570,135198
2017,76643,7010,429019
2017,76644,0,0
2017,76645,4800,230270
2017,76648,1020,48756
2017,76649,300,21963
2017,76650,0,0
2017,76651,1390,68769
2017,76652,390,20202
2017,76653,470,23790
2017,76654,0,0
2017,76655,4150,307113
2017,76656,990,50319
2017,76657,4730,427247
2017,76660,190,7056
2017,76661,2500,86256
2017,76664,1310,57763
2017,76665,1030,53686
2017,76666,110,5406
2017,76667,4570,203576
2017,76670,650,29279
2017,76671,730,35740
2017,76673,460,23946
2017,76676,170,7690
2017,76678,0,0
2017,76679,560,25354
2017,76680,0,0
2017,76681,180,7317
2017,76682,1250,65608
2017,76684,0,0
2017,76685,0,0
2017,76686,0,0
2017,76687,640,37392
2017,76689,1720,105795
2017,76690,510,24249
2017,76691,2970,168412
2017,76692,4310,234116
2017,76693,700,34232
2017,76701,730,34741
2017,76702,0,0
2017,76703,0,0
2017,76704,2890,67847
2017,76705,12540,476930
2017,76706,12890,538940
2017,76707,6520,186717
2017,76708,11630,588223
2017,76710,11310,710952
2017,76711,4240,143056
2017,76712,12060,1014341
2017,76714,0,0
2017,76715,0,0
2017,76716,0,0
2017,76798,0,0
2017,76801,9920,497839
2017,76802,2210,117404
2017,76803,0,0
2017,76804,0,0
2017,76820,0,0
2017,76821,2090,95933
2017,76823,1250,58894
2017,76824,0,0
2017,76825,2990,141580
2017,76827,180,10553
2017,76828,0,0
2017,76831,0,0
2017,76832,260,15803
2017,76834,2180,100217
2017,76836,0,0
2017,76837,530,25425
2017,76841,0,0
2017,76842,0,0
2017,76844,1470,77101
2017,76845,0,0
2017,76848,0,0
2017,76849,1670,82252
2017,76852,90,4485
2017,76853,590,31813
2017,76854,140,5529
2017,76855,0,0
2017,76856,1720,99740
2017,76857,700,35826
2017,76858,110,5402
2017,76859,780,35898
2017,76861,940,53982
2017,76862,0,0
2017,76864,310,15248
2017,76865,0,0
2017,76866,230,11785
2017,76869,0,0
2017,76870,0,0
2017,76871,320,14503
2017,76872,270,14903
2017,76873,0,0
2017,76874,0,0
2017,76875,280,15899
2017,76877,1660,79070
2017,76878,640,34127
2017,76880,0,0
2017,76882,100,4403
2017,76884,0,0
2017,76885,0,0
2017,76886,0,0
2017,76887,0,0
2017,76888,0,0
2017,76890,400,19241
2017,76901,13180,718857
2017,76902,0,0
2017,76903,13410,498187
2017,76904,15700,1218385
2017,76905,5040,241324
2017,76906,0,0
2017,76908,0,0
2017,76909,0,0
2017,76930,0,0
2017,76932,1550,101344
2017,76933,570,32428
2017,76934,420,18104
2017,76935,760,59713
2017,76936,1090,59389
2017,76937,100,4615
2017,76939,0,0
2017,76940,100,4273
2017,76941,610,52858
2017,76943,1480,88030
2017,76945,730,38608
2017,76950,1650,106290
2017,76951,560,42576
2017,76953,0,0
2017,76955,0,0
2017,76957,190,22704
2017,76958,0,0
2017,77001,0,0
2017,77002,5800,2359580
2017,77003,5640,386467
2017,77004,13340,1045087
2017,77005,12320,5585630
2017,77006,13060,1863820
2017,77007,23520,4073960
2017,77008,18800,2751163
2017,77009,17230,1347010
2017,77010,390,256208
2017,77011,7160,226892
2017,77012,7470,230809
2017,77013,6340,218503
2017,77014,14210,531642
2017,77015,23010,911554
2017,77016,12850,367951
2017,77017,13490,486255
2017,77018,12780,1683581
2017,77019,13240,5538437
2017,77020,10350,362323
2017,77021,11850,517301
2017,77022,11430,358856
2017,77023,11770,485406
2017,77024,19310,10326882
2017,77025,12120,1747158
2017,77026,9410,285680
2017,77027,10320,3677564
2017,77028,7730,212917
2017,77029,7560,284501
2017,77030,5320,962233
2017,77031,6620,275957
2017,77032,5100,222315
2017,77033,12470,339863
2017,77034,15330,585403
2017,77035,14920,779714
2017,77036,26270,825770
2017,77037,7610,241468
2017,77038,12150,399973
2017,77039,10750,359778
2017,77040,22350,1352817
2017,77041,16870,1497062
2017,77042,19440,1638564
2017,77043,14180,1259018
2017,77044,19980,1432635
2017,77045,14730,509710
2017,77046,1380,320043
2017,77047,13980,602586
2017,77048,8530,300442
2017,77049,15410,716665
2017,77050,1880,63016
2017,77051,7230,201965
2017,77052,0,0
2017,77053,13650,445755
2017,77054,10250,515775
2017,77055,18330,2293964
2017,77056,12780,5223783
2017,77057,20110,2911602
2017,77058,8630,646585
2017,77059,8520,1300024
2017,77060,14700,410493
2017,77061,9360,358556
2017,77062,12030,1085092
2017,77063,17790,1345472
2017,77064,22330,1256595
2017,77065,17210,954012
2017,77066,15740,712240
2017,77067,12880,412840
2017,77068,5410,408114
2017,77069,9140,952550
2017,77070,24480,1719031
2017,77071,12340,607470
2017,77072,24400,733397
2017,77073,19290,758470
2017,77074,14520,556963
2017,77075,16880,679908
2017,77076,12790,408458
2017,77077,28570,3212112
2017,77078,5970,174815
2017,77079,15310,2583817
2017,77080,18110,905240
2017,77081,17450,717460
2017,77082,26020,1668689
2017,77083,33760,1300192
2017,77084,47410,2555967
2017,77085,8020,281660
2017,77086,11870,391551
2017,77087,15200,509406
2017,77088,23950,847409
2017,77089,24390,1311666
2017,77090,16820,611439
2017,77091,11210,380211
2017,77092,14720,712745
2017,77093,18120,529107
2017,77094,4880,828217
2017,77095,32600,2476314
2017,77096,14540,1427168
2017,77098,9100,1824521
2017,77099,20480,669388
2017,77204,0,0
2017,77205,0,0
2017,77206,0,0
2017,77207,0,0
2017,77208,0,0
2017,77210,0,0
2017,77213,0,0
2017,77215,0,0
2017,77217,0,0
2017,77218,0,0
2017,77219,0,0
2017,77220,0,0
2017,77221,0,0
2017,77222,0,0
2017,77223,0,0
2017,77224,0,0
2017,77225,0,0
2017,77226,0,0
2017,77227,0,0
2017,77228,0,0
2017,77229,0,0
2017,77230,0,0
2017,77231,0,0
2017,77233,0,0
2017,77234,0,0
2017,77235,0,0
2017,77236,0,0
2017,77237,0,0
2017,77238,0,0
2017,77240,0,0
2017,77241,0,0
2017,77242,0,0
2017,77243,0,0
2017,77244,0,0
2017,77245,0,0
2017,77248,0,0
2017,77249,0,0
2017,77251,0,0
2017,77252,0,0
2017,77253,0,0
2017,77254,0,0
2017,77255,0,0
2017,77256,0,0
2017,77257,0,0
2017,77258,0,0
2017,77259,0,0
2017,77261,0,0
2017,77262,0,0
2017,77263,0,0
2017,77265,0,0
2017,77266,0,0
2017,77267,0,0
2017,77268,0,0
2017,77269,0,0
2017,77270,0,0
2017,77271,0,0
2017,77272,0,0
2017,77273,0,0
2017,77274,0,0
2017,77275,0,0
2017,77277,0,0
2017,77279,0,0
2017,77280,0,0
2017,77282,0,0
2017,77284,0,0
2017,77287,0,0
2017,77288,0,0
2017,77289,0,0
2017,77290,0,0
2017,77291,0,0
2017,77292,0,0
2017,77293,0,0
2017,77301,12790,507727
2017,77302,7860,511904
2017,77303,8350,427775
2017,77304,14870,1222666
2017,77305,0,0
2017,77306,5160,201230
2017,77316,11630,1344749
2017,77318,7530,605354
2017,77320,10010,476776
2017,77325,0,0
2017,77326,0,0
2017,77327,9330,473439
2017,77328,6840,373612
2017,77331,2930,177943
2017,77332,0,0
2017,77333,0,0
2017,77334,0,0
2017,77335,860,37701
2017,77336,6180,557246
2017,77338,18880,783193
2017,77339,19070,1760754
2017,77340,10550,529005
2017,77341,0,0
2017,77342,0,0
2017,77343,0,0
2017,77345,12050,1819232
2017,77346,28890,2466693
2017,77347,0,0
2017,77348,0,0
2017,77349,0,0
2017,77350,0,0
2017,77351,11780,631034
2017,77353,0,0
2017,77354,16930,1606349
2017,77355,12280,1174798
2017,77356,14820,1716972
2017,77357,10820,582803
2017,77358,2280,145093
2017,77359,300,14943
2017,77360,2270,108565
2017,77362,2840,230471
2017,77363,1500,83631
2017,77364,1050,55158
2017,77365,16290,1125859
2017,77367,0,0
2017,77368,0,0
2017,77369,0,0
2017,77371,2900,140323
2017,77372,5190,265292
2017,77373,27960,1444632
2017,77374,0,0
2017,77375,25060,2030604
2017,77376,0,0
2017,77377,16880,1763325
2017,77378,7430,375404
2017,77379,36480,3818315
2017,77380,13110,2016281
2017,77381,16020,3431124
2017,77382,15670,3463414
2017,77383,0,0
2017,77384,10100,1379873
2017,77385,11230,843880
2017,77386,24890,2552958
2017,77387,0,0
2017,77388,22930,1670716
2017,77389,15560,2233556
2017,77391,0,0
2017,77393,0,0
2017,77396,23140,1438419
2017,77399,0,0
2017,77401,8160,2893938
2017,77402,0,0
2017,77404,0,0
2017,77406,22440,2556851
2017,77407,26270,1977905
2017,77410,0,0
2017,77411,0,0
2017,77412,0,0
2017,77413,0,0
2017,77414,9270,522755
2017,77415,0,0
2017,77417,950,44171
2017,77418,4700,483063
2017,77419,0,0
2017,77420,1080,58206
2017,77422,5780,372524
2017,77423,5590,336644
2017,77426,1090,118254
2017,77428,0,0
2017,77429,38800,4067356
2017,77430,1070,77887
2017,77431,0,0
2017,77432,0,0
2017,77433,39840,3905688
2017,77434,2100,83763
2017,77435,2450,167211
2017,77436,0,0
2017,77437,8090,449123
2017,77440,0,0
2017,77441,7580,1337216
2017,77442,410,24709
2017,77443,0,0
2017,77444,370,20204
2017,77445,5750,329444
2017,77446,0,0
2017,77447,7720,539420
2017,77448,0,0
2017,77449,53540,2442722
2017,77450,31480,3332776
2017,77451,0,0
2017,77452,0,0
2017,77453,0,0
2017,77454,0,0
2017,77455,900,51390
2017,77456,0,0
