YEAR,ZIP CODE,NO. OF RETURNS,AGI
2012,78050,0,0
2012,78052,3050,142442
2012,78054,0,0
2012,78055,720,52569
2012,78056,840,77802
2012,78057,430,19827
2012,78058,520,29106
2012,78059,2130,88826
2012,78060,0,0
2012,78061,3980,173271
2012,78063,3930,242426
2012,78064,6170,387660
2012,78065,4340,164803
2012,78066,310,22594
2012,78067,310,12073
2012,78069,2120,75459
2012,78070,7040,625181
2012,78071,1590,115795
2012,78072,330,70800
2012,78073,3280,116843
2012,78074,0,0
2012,78075,0,0
2012,78076,4650,181438
2012,78101,3850,225131
2012,78102,7830,337258
2012,78104,0,0
2012,78107,0,0
2012,78108,14390,897737
2012,78109,18520,791500
2012,78112,3380,122729
2012,78113,1050,113468
2012,78114,8680,474002
2012,78115,0,0
2012,78116,150,31111
2012,78117,310,34175
2012,78118,1930,184808
2012,78119,2180,162450
2012,78121,5600,400558
2012,78122,160,6171
2012,78123,1200,68688
2012,78124,2630,134295
2012,78125,0,0
2012,78130,29470,1522485
2012,78131,0,0
2012,78132,10390,1086615
2012,78133,8020,489984
2012,78140,1400,66863
2012,78141,290,22653
2012,78142,0,0
2012,78143,0,0
2012,78144,0,0
2012,78145,0,0
2012,78146,0,0
2012,78147,0,0
2012,78148,9890,497390
2012,78150,0,0
2012,78151,630,58142
2012,78152,1130,71746
2012,78154,15630,1021920
2012,78155,19710,935855
2012,78156,0,0
2012,78159,390,19094
2012,78160,1770,88300
2012,78161,400,17964
2012,78162,0,0
2012,78163,4820,418780
2012,78164,1790,228084
2012,78201,19470,587830
2012,78202,4850,111272
2012,78203,2500,57374
2012,78204,5020,211755
2012,78205,740,166317
2012,78207,18660,428096
2012,78208,1600,40023
2012,78209,18980,3215570
2012,78210,15620,466252
2012,78211,13010,324506
2012,78212,12590,1178867
2012,78213,19490,807473
2012,78214,9780,255954
2012,78215,1130,77263
2012,78216,19450,1100437
2012,78217,16300,850252
2012,78218,14510,586960
2012,78219,6620,202944
2012,78220,7460,210902
2012,78221,15300,452589
2012,78222,8690,324166
2012,78223,21790,723294
2012,78224,7910,242569
2012,78225,5810,157534
2012,78226,2710,71000
2012,78227,19860,569271
2012,78228,25530,769818
2012,78229,13550,536472
2012,78230,20370,1598409
2012,78231,4240,559223
2012,78232,18210,1500690
2012,78233,21540,887860
2012,78234,2170,88386
2012,78235,350,14339
2012,78236,1320,43610
2012,78237,15030,350071
2012,78238,11450,413110
2012,78239,13400,588975
2012,78240,25440,1177725
2012,78242,12280,326288
2012,78243,0,0
2012,78244,13680,526769
2012,78245,29240,1194756
2012,78246,0,0
2012,78247,23910,1267486
2012,78248,6880,903690
2012,78249,22050,1298322
2012,78250,25960,1180492
2012,78251,24470,1151399
2012,78252,3130,115499
2012,78253,17310,1100713
2012,78254,21670,1207024
2012,78255,5650,631592
2012,78256,3350,358240
2012,78257,2480,625972
2012,78258,19280,2287712
2012,78259,11130,937088
2012,78260,11870,1239871
2012,78261,7550,781566
2012,78263,2160,121681
2012,78264,4970,167578
2012,78265,0,0
2012,78266,3200,394717
2012,78268,0,0
2012,78269,0,0
2012,78270,0,0
2012,78278,0,0
2012,78279,0,0
2012,78280,0,0
2012,78283,0,0
2012,78288,0,0
2012,78291,0,0
2012,78292,0,0
2012,78293,0,0
2012,78294,0,0
2012,78295,0,0
2012,78296,0,0
2012,78297,0,0
2012,78298,0,0
2012,78299,0,0
2012,78330,500,27454
2012,78332,11150,565289
2012,78333,0,0
2012,78335,0,0
2012,78336,4460,227784
2012,78338,0,0
2012,78339,0,0
2012,78340,230,9410
2012,78341,0,0
2012,78342,0,0
2012,78343,1860,89400
2012,78344,170,9152
2012,78347,0,0
2012,78349,220,7192
2012,78350,0,0
2012,78351,0,0
2012,78352,0,0
2012,78353,160,6250
2012,78355,2900,108304
2012,78357,1480,81947
2012,78358,0,0
2012,78359,0,0
2012,78361,2090,88571
2012,78362,4440,220691
2012,78363,11220,481602
2012,78364,0,0
2012,78368,3890,164305
2012,78369,160,5791
2012,78370,2120,107151
2012,78371,0,0
2012,78372,2500,144435
2012,78373,2110,208671
2012,78374,8140,517319
2012,78375,1390,66156
2012,78376,140,3977
2012,78377,1730,101101
2012,78379,800,51625
2012,78380,9270,467339
2012,78381,0,0
2012,78382,7260,435360
2012,78383,1520,131571
2012,78384,2470,97349
2012,78385,0,0
2012,78387,4220,215954
2012,78389,740,32692
2012,78390,2610,114903
2012,78391,170,6880
2012,78393,1100,63731
2012,78401,1620,118877
2012,78402,280,15264
2012,78403,0,0
2012,78404,6920,356050
2012,78405,5820,142920
2012,78406,390,11792
2012,78407,1120,30907
2012,78408,4710,130143
2012,78409,1160,44849
2012,78410,11240,739320
2012,78411,12810,699864
2012,78412,15980,795608
2012,78413,17210,1096642
2012,78414,14790,1077220
2012,78415,17250,590669
2012,78416,6520,172186
2012,78417,1880,57808
2012,78418,13380,837372
2012,78419,0,0
2012,78426,0,0
2012,78427,0,0
2012,78460,0,0
2012,78463,0,0
2012,78465,0,0
2012,78466,0,0
2012,78467,0,0
2012,78468,0,0
2012,78469,0,0
2012,78472,0,0
2012,78473,0,0
2012,78475,0,0
2012,78480,0,0
2012,78501,22890,930617
2012,78502,0,0
2012,78503,8250,365774
2012,78504,19890,1261841
2012,78505,0,0
2012,78516,11110,308550
2012,78520,24010,807099
2012,78521,34810,997277
2012,78522,0,0
2012,78523,0,0
2012,78526,18100,723046
2012,78535,0,0
2012,78536,110,3596
2012,78537,13890,368736
2012,78538,3680,97573
2012,78539,12460,628039
2012,78540,0,0
2012,78541,13510,450602
2012,78542,19590,601713
2012,78543,0,0
2012,78545,0,0
2012,78547,0,0
2012,78548,0,0
2012,78549,0,0
2012,78550,20010,815475
2012,78551,0,0
2012,78552,12430,587393
2012,78553,0,0
2012,78557,6070,171877
2012,78558,0,0
2012,78559,4490,151867
2012,78560,2000,61599
2012,78561,0,0
2012,78562,0,0
2012,78563,290,16011
2012,78564,130,2754
2012,78565,0,0
2012,78566,5710,207366
2012,78567,0,0
2012,78568,0,0
2012,78569,1590,57402
2012,78570,11350,303441
2012,78572,26200,1095180
2012,78573,13730,500950
2012,78574,17690,592584
2012,78575,1980,134646
2012,78576,3610,99361
2012,78577,26270,791927
2012,78578,4380,181249
2012,78579,0,0
2012,78580,4380,139592
2012,78582,13270,427388
2012,78583,2390,86105
2012,78584,7130,196453
2012,78585,0,0
2012,78586,19020,570999
2012,78588,180,6795
2012,78589,14760,447897
2012,78590,0,0
2012,78591,130,5289
2012,78592,0,0
2012,78593,2150,58388
2012,78594,0,0
2012,78595,2020,50078
2012,78596,22410,779055
2012,78597,1320,125245
2012,78598,140,4980
2012,78599,0,0
2012,78601,0,0
2012,78602,10950,599852
2012,78604,0,0
2012,78605,2130,119971
2012,78606,2480,166881
2012,78607,0,0
2012,78608,260,12360
2012,78609,880,43703
2012,78610,12870,806795
2012,78611,5580,303519
2012,78612,5450,257739
2012,78613,31340,2458063
2012,78614,230,15010
2012,78615,580,31003
2012,78616,2740,102227
2012,78617,8160,279235
2012,78618,140,8101
2012,78619,1620,203583
2012,78620,7030,720275
2012,78621,9330,434986
2012,78622,0,0
2012,78623,530,35188
2012,78624,10530,799706
2012,78626,10780,562148
2012,78627,0,0
2012,78628,12080,1093403
2012,78629,5140,312435
2012,78630,0,0
2012,78631,1190,59399
2012,78632,410,20917
2012,78633,10920,1012581
2012,78634,11620,625218
2012,78635,0,0
2012,78636,1700,119129
2012,78638,920,56744
2012,78639,3100,162111
2012,78640,19690,914959
2012,78641,20810,1412994
2012,78642,4680,320931
2012,78643,2830,152454
2012,78644,7330,317358
2012,78645,5220,390474
2012,78646,0,0
2012,78648,3160,157811
2012,78650,650,31961
2012,78651,0,0
2012,78652,2310,148601
2012,78653,7690,352764
2012,78654,8110,529916
2012,78655,1200,58457
2012,78656,1010,35077
2012,78657,2730,433669
2012,78658,0,0
2012,78659,1140,56286
2012,78660,34060,1926190
2012,78661,0,0
2012,78662,1010,51937
2012,78663,290,23761
2012,78664,24880,1321686
2012,78665,16910,1229436
2012,78666,24940,969145
2012,78667,0,0
2012,78669,4240,600656
2012,78670,0,0
2012,78671,360,17336
2012,78672,390,14722
2012,78673,0,0
2012,78674,0,0
2012,78675,0,0
2012,78676,6260,481845
2012,78677,0,0
2012,78680,0,0
2012,78681,22320,1872916
2012,78682,0,0
2012,78683,0,0
2012,78691,0,0
2012,78701,4590,1589032
2012,78702,10860,418160
2012,78703,10850,2636324
2012,78704,24290,1755486
2012,78705,5410,277557
2012,78708,0,0
2012,78709,0,0
2012,78711,0,0
2012,78712,0,0
2012,78713,0,0
2012,78714,0,0
2012,78715,0,0
2012,78716,0,0
2012,78717,11780,1099527
2012,78718,0,0
2012,78719,760,23816
2012,78720,0,0
2012,78721,5160,145168
2012,78722,3440,179536
2012,78723,14090,603077
2012,78724,8450,256207
2012,78725,3120,119523
2012,78726,6440,572352
2012,78727,14010,899799
2012,78728,10590,504496
2012,78729,14780,832035
2012,78730,3930,955161
2012,78731,13420,2813120
2012,78732,6020,1079786
2012,78733,3870,1164114
2012,78734,9660,1348738
2012,78735,7840,1475707
2012,78736,3930,308936
2012,78737,6500,821492
2012,78738,6860,1372279
2012,78739,7250,990556
2012,78741,20150,556163
2012,78742,330,9317
2012,78744,18890,584567
2012,78745,30410,1333834
2012,78746,13410,5529392
2012,78747,7800,404493
2012,78748,22750,1254128
2012,78749,17370,1279385
2012,78750,13470,1221030
2012,78751,7210,421026
2012,78752,8100,267122
2012,78753,22460,760060
2012,78754,8440,395808
2012,78755,0,0
2012,78756,4370,376477
2012,78757,11410,760020
2012,78758,21650,861654
2012,78759,21520,1941714
2012,78760,0,0
2012,78761,0,0
2012,78762,0,0
2012,78763,0,0
2012,78764,0,0
2012,78765,0,0
2012,78766,0,0
2012,78767,0,0
2012,78768,0,0
2012,78801,8170,360843
2012,78802,0,0
2012,78827,580,19748
2012,78828,130,8348
2012,78829,480,22836
2012,78830,270,9337
2012,78832,1270,66328
2012,78833,510,19380
2012,78834,3410,171469
2012,78836,0,0
2012,78837,0,0
2012,78838,220,15762
2012,78839,3440,112211
2012,78840,18530,750261
2012,78841,0,0
2012,78842,0,0
2012,78843,0,0
2012,78850,540,32070
2012,78851,0,0
2012,78852,18990,632212
2012,78853,0,0
2012,78860,0,0
2012,78861,5150,259186
2012,78870,360,17751
2012,78871,0,0
2012,78872,0,0
2012,78873,760,43104
2012,78877,340,13358
2012,78879,120,7771
2012,78880,650,27741
2012,78881,990,39572
2012,78883,120,7123
2012,78884,530,26011
2012,78885,0,0
2012,78886,240,12094
2012,78931,140,6288
2012,78932,330,22596
2012,78933,680,55750
2012,78934,3240,167694
2012,78935,390,25353
2012,78938,180,7517
2012,78940,880,67462
2012,78941,1270,71364
2012,78942,3970,261256
2012,78943,170,5227
2012,78944,340,20842
2012,78945,4610,301229
2012,78946,440,21024
2012,78947,1860,106707
2012,78948,400,19635
2012,78949,220,13204
2012,78950,880,78720
2012,78951,0,0
2012,78952,0,0
2012,78953,460,26477
2012,78954,530,41242
2012,78956,2400,144292
2012,78957,3880,194709
2012,78959,790,27755
2012,78960,0,0
2012,78962,2110,127803
2012,78963,330,19591
2012,79001,120,6010
2012,79002,0,0
2012,79003,0,0
2012,79005,670,64781
2012,79007,5760,312016
2012,79008,0,0
2012,79009,850,31598
2012,79010,210,9740
2012,79011,110,19485
2012,79012,590,55467
2012,79013,1370,38445
2012,79014,1790,200156
2012,79015,7910,506264
2012,79016,0,0
2012,79018,200,9582
2012,79019,710,41832
2012,79021,0,0
2012,79022,4140,246130
2012,79024,180,9451
2012,79025,0,0
2012,79027,1990,102149
2012,79029,6940,332904
2012,79031,530,23019
2012,79032,0,0
2012,79033,0,0
2012,79034,290,17728
2012,79035,2220,97870
2012,79036,2120,121899
2012,79039,360,22410
2012,79040,750,60534
2012,79041,1200,46141
2012,79042,490,24031
2012,79043,560,25330
2012,79044,290,16261
2012,79045,7930,324694
2012,79046,270,17626
2012,79051,0,0
2012,79052,520,25527
2012,79053,0,0
2012,79054,0,0
2012,79056,0,0
2012,79057,480,25244
2012,79058,0,0
2012,79059,360,29261
2012,79061,180,10562
2012,79062,110,7560
2012,79063,300,19607
2012,79064,1000,44034
2012,79065,8110,476209
2012,79066,0,0
2012,79068,1360,80885
2012,79070,4440,399572
2012,79072,10260,416846
2012,79073,0,0
2012,79078,0,0
2012,79079,1170,65297
2012,79080,250,11433
2012,79081,1560,102127
2012,79082,130,5903
2012,79083,980,60369
2012,79084,970,52583
2012,79085,0,0
2012,79086,890,56796
2012,79087,290,17622
2012,79088,2040,90263
2012,79091,0,0
2012,79092,480,30948
2012,79093,0,0
2012,79094,0,0
2012,79095,1090,50365
2012,79096,970,114792
2012,79097,510,31206
2012,79098,180,8722
2012,79101,1210,85767
2012,79102,4370,176508
2012,79103,4600,154137
2012,79104,2890,77390
2012,79105,0,0
2012,79106,12300,575381
2012,79107,13200,341200
2012,79108,5250,225693
2012,79109,20560,1279697
2012,79110,8590,361344
2012,79111,580,23260
2012,79114,0,0
2012,79116,0,0
2012,79117,0,0
2012,79118,9310,511824
2012,79119,6220,631433
2012,79120,0,0
2012,79121,3100,286867
2012,79124,3750,391684
2012,79159,0,0
2012,79201,2420,100511
2012,79220,0,0
2012,79225,420,19320
2012,79226,1250,52988
2012,79227,470,19852
2012,79229,150,5942
2012,79230,0,0
2012,79231,0,0
2012,79233,0,0
2012,79234,0,0
2012,79235,1510,69386
2012,79236,0,0
2012,79237,190,5471
2012,79239,0,0
2012,79240,0,0
2012,79241,990,43921
2012,79243,0,0
2012,79244,300,11578
2012,79245,970,40435
2012,79247,0,0
2012,79248,600,22324
2012,79250,590,31633
2012,79251,0,0
2012,79252,1240,53235
2012,79255,190,7348
2012,79256,100,4183
2012,79257,420,20795
2012,79258,0,0
2012,79259,0,0
2012,79261,180,5911
2012,79311,1370,68657
2012,79312,380,13540
2012,79313,630,25904
2012,79314,0,0
2012,79316,4210,193297
2012,79322,770,32791
2012,79323,2720,213792
2012,79324,0,0
2012,79325,900,45490
2012,79326,0,0
2012,79329,1440,90351
2012,79330,0,0
2012,79331,4690,253249
2012,79336,6910,401887
2012,79338,0,0
2012,79339,2860,113010
2012,79342,140,6771
2012,79343,620,25390
2012,79344,0,0
2012,79345,410,17485
2012,79346,910,39435
2012,79347,2880,124234
2012,79350,330,12776
2012,79351,520,27654
2012,79353,0,0
2012,79355,790,45437
2012,79356,1810,137951
2012,79357,940,47340
2012,79358,510,29100
2012,79359,1130,55106
2012,79360,5420,306199
2012,79363,2370,132839
2012,79364,3360,141120
2012,79366,490,62042
2012,79367,340,14294
2012,79369,0,0
2012,79370,570,24406
2012,79371,550,27413
2012,79372,680,38701
2012,79373,1310,65331
2012,79376,0,0
2012,79377,110,5249
2012,79378,0,0
2012,79379,260,10727
2012,79380,0,0
2012,79381,470,29221
2012,79382,3110,212980
2012,79383,0,0
2012,79401,2090,56048
2012,79403,6520,196073
2012,79404,4130,121069
2012,79405,0,0
2012,79406,0,0
2012,79407,8070,504087
2012,79408,0,0
2012,79409,0,0
2012,79410,3320,174551
2012,79411,3060,76349
2012,79412,6400,182343
2012,79413,9440,470718
2012,79414,7890,266654
2012,79415,6650,189924
2012,79416,13690,756589
2012,79423,15700,1043735
2012,79424,19770,1727311
2012,79452,0,0
2012,79453,0,0
2012,79464,0,0
2012,79490,0,0
2012,79493,0,0
2012,79499,0,0
2012,79501,1440,65197
2012,79502,560,25774
2012,79503,0,0
2012,79504,1120,53115
2012,79505,100,3880
2012,79506,300,14293
2012,79508,640,35581
2012,79510,3450,157859
2012,79511,630,42970
2012,79512,2430,149132
2012,79516,0,0
2012,79517,0,0
2012,79518,0,0
2012,79519,0,0
2012,79520,930,42314
2012,79521,1510,66437
2012,79525,1240,58402
2012,79526,450,31659
2012,79527,210,15118
2012,79528,270,11938
2012,79529,550,24153
2012,79530,250,10876
2012,79532,380,21850
2012,79533,210,6845
2012,79534,0,0
2012,79535,0,0
2012,79536,2140,101174
2012,79537,0,0
2012,79538,100,4553
2012,79539,0,0
2012,79540,0,0
2012,79541,300,19871
2012,79543,480,26897
2012,79544,180,6040
2012,79545,810,50013
2012,79546,780,51059
2012,79547,320,12264
2012,79548,0,0
2012,79549,5730,346979
2012,79550,0,0
2012,79553,1370,58268
2012,79556,5480,265272
2012,79560,0,0
2012,79561,280,12477
2012,79562,1780,128365
2012,79563,600,20109
2012,79565,160,8879
2012,79566,120,5107
2012,79567,1390,59636
2012,79601,7680,342258
2012,79602,9720,608883
2012,79603,10250,321954
2012,79604,0,0
2012,79605,13680,627193
2012,79606,10880,707443
2012,79607,1190,35677
2012,79608,0,0
2012,79697,0,0
2012,79698,0,0
2012,79699,0,0
2012,79701,13130,996600
2012,79702,0,0
2012,79703,9810,515236
2012,79704,0,0
2012,79705,16010,1899882
2012,79706,9090,720251
2012,79707,15780,2163682
2012,79708,0,0
2012,79710,0,0
2012,79711,0,0
2012,79712,0,0
2012,79713,270,23346
2012,79714,6990,506489
2012,79718,270,11235
2012,79719,0,0
2012,79720,11900,661783
2012,79721,0,0
2012,79730,0,0
2012,79731,1950,116414
2012,79733,0,0
2012,79734,920,50762
2012,79735,4970,243709
2012,79738,140,9070
2012,79739,490,64528
2012,79741,160,14373
2012,79742,0,0
2012,79743,0,0
2012,79744,0,0
2012,79745,2620,158251
2012,79748,0,0
2012,79749,150,11800
2012,79752,910,57612
2012,79754,0,0
2012,79755,130,14679
2012,79756,4220,280480
2012,79758,1240,110066
2012,79760,0,0
2012,79761,13710,716155
2012,79762,17970,1307364
2012,79763,14980,686584
2012,79764,9610,486796
2012,79765,4640,692213
2012,79766,2540,120980
2012,79768,0,0
2012,79769,0,0
2012,79770,0,0
2012,79772,4290,201911
2012,79776,0,0
2012,79777,0,0
2012,79778,0,0
2012,79780,0,0
2012,79781,0,0
2012,79782,1900,144836
2012,79783,0,0
2012,79785,0,0
2012,79786,0,0
2012,79788,0,0
2012,79789,0,0
2012,79821,2020,65089
2012,79830,2520,116924
2012,79831,0,0
2012,79832,0,0
2012,79834,0,0
2012,79835,5110,145469
2012,79836,2580,90775
2012,79837,0,0
2012,79838,0,0
2012,79839,670,18279
2012,79842,0,0
2012,79843,1160,63990
2012,79845,0,0
2012,79846,0,0
2012,79847,0,0
2012,79848,0,0
2012,79849,5090,118273
2012,79851,0,0
2012,79852,380,12223
2012,79853,0,0
2012,79854,0,0
2012,79855,0,0
2012,79901,5930,135809
2012,79902,9960,492540
2012,79903,7890,221593
2012,79904,13190,429877
2012,79905,10060,221953
2012,79906,2000,74412
2012,79907,23370,599580
2012,79908,720,32430
2012,79911,1460,107742
2012,79912,33810,2323558
2012,79913,0,0
2012,79914,0,0
2012,79915,16100,408753
2012,79916,0,0
2012,79917,0,0
2012,79918,0,0
2012,79920,0,0
2012,79922,3760,486251
2012,79923,0,0
2012,79924,25270,835425
2012,79925,18090,755923
2012,79926,0,0
2012,79927,15760,427866
2012,79928,20400,769197
2012,79929,0,0
2012,79930,11550,325891
2012,79931,0,0
2012,79932,11100,640377
2012,79934,9500,459581
2012,79935,7770,315818
2012,79936,48500,2000585
2012,79937,0,0
2012,79938,24090,988280
2012,79940,0,0
2012,79941,0,0
2012,79942,0,0
2012,79943,0,0
2012,79944,0,0
2012,79945,0,0
2012,79946,0,0
2012,79947,0,0
2012,79948,0,0
2012,79949,0,0
2012,79950,0,0
2012,79951,0,0
2012,79952,0,0
2012,79953,0,0
2012,79954,0,0
2012,79955,0,0
2012,79968,0,0
2012,79995,0,0
2012,79996,0,0
2012,79997,0,0
2013,73301,0,0
2013,73949,0,0
2013,75001,9110,720367
2013,75002,28990,2416324
2013,75006,23460,1135340
2013,75007,26020,1664164
2013,75009,4140,337037
2013,75010,12210,921100
2013,75011,0,0
2013,75013,15730,2042839
2013,75014,0,0
2013,75015,0,0
2013,75016,0,0
2013,75017,0,0
2013,75019,19340,2382156
2013,75020,9520,426827
2013,75021,3700,166774
2013,75022,9690,1567010
2013,75023,22820,1545175
2013,75024,18830,2241341
2013,75025,23580,2323300
2013,75026,0,0
2013,75027,0,0
2013,75028,19820,1971589
2013,75029,0,0
2013,75030,0,0
2013,75032,13010,1370858
2013,75034,24330,3280839
2013,75035,24240,2308846
2013,75038,14830,1220996
2013,75039,8530,868647
2013,75040,27790,1108890
2013,75041,13140,452515
2013,75042,16560,540398
2013,75043,27460,1251287
2013,75044,20350,1254564
2013,75045,0,0
2013,75046,0,0
2013,75047,0,0
2013,75048,10110,743398
2013,75049,0,0
2013,75050,18540,739667
2013,75051,16170,503553
2013,75052,41030,2031552
2013,75053,0,0
2013,75054,4580,406375
2013,75056,26180,2014875
2013,75057,6410,249291
2013,75058,1310,87759
2013,75060,20850,771599
2013,75061,23780,832848
2013,75062,22190,1016580
2013,75063,17900,1637782
2013,75065,5280,314321
2013,75067,31470,1457494
2013,75068,19440,1270562
2013,75069,16340,1153285
2013,75070,38800,3711131
2013,75071,18550,1503326
2013,75074,20980,1159768
2013,75075,16890,1148243
2013,75076,3420,206810
2013,75077,17250,1670513
2013,75078,6670,886367
2013,75080,20260,1420879
2013,75081,17600,983601
2013,75082,9980,1150515
2013,75083,0,0
2013,75085,0,0
2013,75086,0,0
2013,75087,14670,1234331
2013,75088,11820,799147
2013,75089,13800,897225
2013,75090,9490,354685
2013,75091,0,0
2013,75092,10290,573895
2013,75093,23390,3879749
2013,75094,8960,988948
2013,75097,0,0
2013,75098,22880,1426052
2013,75101,0,0
2013,75102,540,24513
2013,75103,5390,292441
2013,75104,21380,1173470
2013,75105,150,7186
2013,75106,0,0
2013,75109,1680,104929
2013,75110,11450,461679
2013,75114,2300,129774
2013,75115,24450,1175007
2013,75116,8820,345366
2013,75117,1640,79190
2013,75118,0,0
2013,75119,10810,482604
2013,75120,0,0
2013,75121,0,0
2013,75123,0,0
2013,75124,1800,80403
2013,75125,2870,107164
2013,75126,17070,1110402
2013,75127,660,25838
2013,75132,0,0
2013,75134,9010,301165
2013,75135,2600,139239
2013,75137,9200,458921
2013,75138,0,0
2013,75140,2700,119737
2013,75141,1510,48350
2013,75142,8180,392562
